EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,Division,DOB,State,JobFunctionDescription,LocationCode,MaritalDesc,Performance Score,Current Employee Rating,Age,Seniority,Engagement_Score,Satisfaction_Score,WorkLife_Score,Survey_Count,Training_Count,Training_Pass_Rate,Total_Training_Cost,Avg_Training_Days,Is_Active,Employment_Duration,Start_Year,Start_Month,Start_Quarter,Age_Band,Engagement_Composite,Performance_Num,Attrition_Risk_Flag,Training_Cost_Per_Day,Low_Training_Flag,PayZone_Num,GenderCode_Female,GenderCode_Male,RaceDesc_Asian,RaceDesc_Black,RaceDesc_Hispanic,RaceDesc_Other,RaceDesc_White,DepartmentType_Admin Offices,DepartmentType_Executive Office,DepartmentType_IT/IS,DepartmentType_Production       ,DepartmentType_Sales,DepartmentType_Software Engineering,EmployeeType_Contract,EmployeeType_Full-Time,EmployeeType_Part-Time,Generation_Boomer,Generation_Gen X,Generation_Gen Z,Generation_Millennial,Hiring_Season_Fall,Hiring_Season_Spring,Hiring_Season_Summer,Hiring_Season_Winter,Age_scaled,Seniority_scaled,Employment_Duration_scaled,Engagement_Composite_scaled,Training_Count_scaled,Total_Training_Cost_scaled,Training_Pass_Rate_scaled
3445,Reid,Park,2021-01-16,,Area Sales Manager,Michelle Mitchell,reid.park@bilearner.com,PL,Active,ZONE C,Full-Time,Unk,Still Employed,Project Management - Con,1985-12-07,KY,Supervisor,5360,Married,Exceeds,4,40.3,5.2,4.0,5.0,2.0,1,1,0.0,879.64,2.0,True,5.17,2021,1,1,40-50,3.85,4,0,439.82,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-0.8042109121852018,0.04903665342817881,0.8779292807034758,1.046183377819072,0.0,1.2197691167687637,-0.5717049309608219
3446,Hector,Dalton,2021-08-24,,Area Sales Manager,Sydney French,hector.dalton@bilearner.com,BPC,Active,ZONE A,Part-Time,Unk,Still Employed,Field Operations,1996-05-01,TX,Driller,16325,Divorced,Exceeds,2,29.9,4.6,4.0,3.0,5.0,1,1,0.0,701.13,5.0,True,4.57,2021,8,3,<30,3.9,4,0,140.23,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-1.3922510921774278,-0.3661372702346676,0.6142578211723537,1.1063653519606453,0.0,0.5414721759028122,-0.5717049309608219
3447,Mariela,Schultz,2020-05-26,2023-06-18,Area Sales Manager,Michelle Evans MD,mariela.schultz@bilearner.com,CCDR,Future Start,ZONE C,Part-Time,Involuntary,Unit pass office southern break one.,General - Con,1964-02-17,TX,Technician,43481,Widowed,Fully Meets,3,62.1,5.8,5.0,1.0,4.0,1,1,0.0,353.21,3.0,False,3.06,2020,5,2,60+,3.35,3,0,117.74,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0.428411772798503,0.4642105770910246,-0.0493153519809708,0.44436363640333415,0.0,-0.780543798922586,-0.5717049309608219
3448,Angela,Molina,2019-10-01,2020-11-06,Area Sales Manager,Patricia Cook,angela.molina@bilearner.com,SVG,Future Start,ZONE A,Temporary,Retirement,List class mind.,Engineers,1958-05-12,TX,Specialist,50705,Widowed,Fully Meets,3,67.9,6.5,5.0,1.0,5.0,1,1,0.0,911.05,4.0,False,1.1,2019,10,4,60+,3.6,3,0,227.76,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.7563572577941677,0.9485801546976784,-0.9106421197826369,0.745273507111203,0.0,1.3391198921460505,-0.5717049309608219
3449,Gerald,Preston,2023-05-10,2023-05-27,Area Sales Manager,Ashley Reeves,gerald.preston@bilearner.com,EW,Future Start,ZONE B,Temporary,Involuntary,Price third parent evening.,General - Eng,1992-09-18,CO,Technician,5168,Single,Fully Meets,5,33.5,2.9,3.0,2.0,1.0,1,1,0.0,242.21,3.0,False,0.05,2023,5,2,30-40,2.15,3,0,80.74,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1.1886987221801186,-1.5424633872793978,-1.3720671739621009,-1.0000037429944366,0.0,-1.202318267782149,-0.5717049309608219
3450,Reilly,Moyer,2020-09-01,2022-12-04,Area Sales Manager,Stanley Harvey,reilly.moyer@bilearner.com,MSC,Active,ZONE C,Temporary,Resignation,Cause military a sense. Doctor property may.,Field Operations,1994-08-11,CO,Operator,11765,Single,Exceeds,2,31.6,5.5,4.0,3.0,5.0,1,1,0.0,186.07,4.0,False,2.26,2020,9,3,30-40,3.9,4,0,46.52,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-1.2961291396786982,0.2566236152596017,-0.40087729802246724,1.1063653519606453,0.0,-1.415637355005355,-0.5717049309608219
3451,Carlee,French,2021-02-18,2022-11-11,Area Sales Manager,Michael Bradshaw,carlee.french@bilearner.com,TNS,Active,ZONE C,Full-Time,Voluntary,Station another son positive.,General - Con,1968-01-15,CO,Technician,71071,Divorced,Exceeds,3,58.2,5.1,5.0,1.0,2.0,1,1,0.0,921.97,1.0,False,1.73,2021,2,1,50-60,2.85,4,0,921.97,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.20789670530141832,-0.020159000515629234,-0.6337870872749585,-0.15745610501240354,0.0,1.3806133804338565,-0.5717049309608219
3452,Jaydon,Blackburn,2022-11-08,,Area Sales Manager,Debbie Crosby,jaydon.blackburn@bilearner.com,PYZ,Active,ZONE A,Part-Time,Unk,Still Employed,General - Con,1947-01-07,IN,Foreman,12122,Divorced,Fully Meets,2,79.2,3.4,5.0,5.0,2.0,1,1,0.0,691.04,1.0,True,3.36,2022,11,4,60+,4.25,3,0,691.04,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1.3952855302857208,-1.1964851175603595,0.08252037778459026,1.527639170951662,0.0,0.5031324967064789,-0.5717049309608219
3453,Bridger,Carter,2022-10-13,,Area Sales Manager,Elizabeth Taylor,bridger.carter@bilearner.com,WBL,Active,ZONE C,Part-Time,Unk,Still Employed,Fielders,1982-04-07,MA,Engineer,87065,Widowed,Fully Meets,4,44.0,3.4,5.0,5.0,3.0,1,1,0.0,964.44,5.0,True,3.43,2022,10,4,40-50,4.5,3,0,192.89,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-0.5950043096879674,-1.1964851175603595,0.11328204806322131,1.8285490416595307,0.0,1.5419896118975112,-0.5717049309608219
3454,Leon,Beard,2022-09-11,,Area Sales Manager,Brian Dunlap,leon.beard@bilearner.com,PYZ,Active,ZONE C,Full-Time,Unk,Still Employed,General - Con,1970-01-29,KY,Foreman,10415,Married,Needs Improvement,4,56.1,3.5,4.0,4.0,2.0,1,1,1.0,184.9,3.0,True,3.52,2022,9,3,50-60,3.5,2,0,61.63,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.08915782280298798,-1.1272894636165518,0.15283276699288958,0.6249095588280554,0.0,-1.4200830858933342,1.7491540580546934
3455,Charity,Miranda,2021-06-29,2022-07-05,Area Sales Manager,Daniel Rodriguez,charity.miranda@bilearner.com,WBL,Active,ZONE C,Temporary,Resignation,Pm local take example fund. Small heavy listen.,Project Management - Eng,1999-01-18,KY,Manager,3763,Widowed,Exceeds,4,27.2,4.7,2.0,1.0,1.0,1,1,1.0,220.41,1.0,False,1.02,2021,6,2,<30,1.4,4,0,220.41,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-1.5449153696754094,-0.2969416162908596,-0.9457983143867865,-1.9027333551180432,0.0,-1.2851532535581713,1.7491540580546934
3456,Axel,Howe,2023-03-06,,Area Sales Manager,Martin Hammond,axel.howe@bilearner.com,NEL,Active,ZONE A,Temporary,Unk,Still Employed,Field Operations,1946-09-25,KY,Technician,79623,Divorced,Fully Meets,3,79.5,3.0,4.0,3.0,4.0,1,1,1.0,336.82,2.0,True,3.04,2023,3,1,60+,3.65,3,0,168.41,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1.4122482277854964,-1.4732677333355901,-0.05810440063200822,0.8054554812527766,0.0,-0.8428220290541917,1.7491540580546934
3457,Milton,Wall,2020-09-25,,Area Sales Manager,Sara Bell,milton.wall@bilearner.com,PL,Active,ZONE B,Temporary,Unk,Still Employed,Engineers,1947-08-23,KY,Technician,69189,Divorced,Needs Improvement,3,78.6,5.5,5.0,1.0,4.0,1,1,0.0,485.73,4.0,True,5.48,2020,9,3,60+,3.35,2,0,121.43,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1.3613601352861688,0.2566236152596017,1.0141595347945558,0.44436363640333415,0.0,-0.2769982798841236,-0.5717049309608219
3458,Cory,Robinson,2022-04-28,2023-05-24,Area Sales Manager,Elizabeth Anderson,cory.robinson@bilearner.com,BPC,Future Start,ZONE A,Full-Time,Voluntary,Several young whether that expert.,Field Operations,1996-08-12,TX,Laborer,5194,Single,Needs Improvement,3,29.6,3.9,2.0,5.0,5.0,1,1,0.0,409.27,2.0,False,1.07,2022,4,2,<30,3.8,2,0,204.64,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1.4092137896772035,-0.8505068478413211,-0.923825692759193,0.9860014036774978,0.0,-0.5675286932985579,-0.5717049309608219
3459,Saniya,Yu,2021-04-18,2022-06-21,Area Sales Manager,Erin Bailey,saniya.yu@bilearner.com,CCDR,Future Start,ZONE A,Full-Time,Retirement,Science end approach democratic treatment.,General - Con,1944-02-09,TX,Splicer,8779,Widowed,Exceeds,2,82.1,4.9,4.0,4.0,3.0,1,1,1.0,168.32,4.0,False,1.17,2021,4,2,60+,3.75,4,0,42.08,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1.5592582727835527,-0.15855030840324408,-0.879880449504006,0.9258194295359242,0.0,-1.4830832723229879,1.7491540580546934
3460,Alisa,James,2020-02-19,,Area Sales Manager,Dennis Henderson,alisa.james@bilearner.com,SVG,Active,ZONE A,Full-Time,Unk,Still Employed,Aerial,1944-02-10,TX,Lineman,74682,Married,Fully Meets,3,82.1,6.1,4.0,3.0,3.0,1,1,0.0,919.52,5.0,True,6.08,2020,2,1,60+,3.4,3,0,183.9,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1.5592582727835527,0.6717975389224475,1.277830994325678,0.5045456105449078,0.0,1.3713039439590282,-0.5717049309608219
3461,Lincoln,Compton,2019-07-18,2021-10-01,Area Sales Manager,Tammy Conner,lincoln.compton@bilearner.com,EW,Future Start,ZONE C,Part-Time,Resignation,Base scene central unit per argue. Might last of.,General - Con,1997-12-29,CO,Foreman,78046,Married,Needs Improvement,1,28.2,6.7,1.0,4.0,4.0,1,1,0.0,948.43,2.0,False,2.21,2019,7,3,<30,2.8,2,0,474.22,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-1.488373044676157,1.086971462585294,-0.4228499196500607,-0.21763807915397762,0.0,1.4811552943620008,-0.5717049309608219
3462,Aliana,Nolan,2018-09-13,2021-09-17,Area Sales Manager,Brianna Mathews,aliana.nolan@bilearner.com,MSC,Active,ZONE A,Full-Time,Involuntary,Yourself book budget product.,Field Operations,1942-08-09,CO,Coordinator,27270,Divorced,Needs Improvement,3,83.6,7.5,3.0,3.0,1.0,1,1,0.0,320.01,1.0,False,3.01,2018,9,3,60+,2.5,2,0,320.01,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1.6440717602824315,1.640536694135755,-0.07128797360856444,-0.57872992400342,0.0,-0.9066961625814822,-0.5717049309608219
3463,Kayden,Dodson,2020-04-30,2021-07-18,Area Sales Manager,Jessica Peters,kayden.dodson@bilearner.com,TNS,Active,ZONE A,Temporary,Retirement,Paper can score else investment.,Field Operations,1951-06-21,IN,Tower Hand,12703,Single,Fully Meets,1,74.7,5.9,4.0,3.0,4.0,1,1,0.0,926.19,4.0,False,1.22,2020,4,2,60+,3.65,3,0,231.55,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1.1408450677890847,0.5334062310348326,-0.8579078278764124,0.8054554812527766,0.0,1.3966484097904994,-0.5717049309608219
3464,James,Duke,2018-12-03,2022-09-09,Area Sales Manager,Mark Harris,james.duke@bilearner.com,PYZ,Active,ZONE B,Full-Time,Involuntary,Stuff different color how.,Shop (Fleet),1998-06-17,MA,Mechanic,66835,Widowed,Needs Improvement,5,27.8,7.3,2.0,5.0,3.0,1,1,1.0,290.47,2.0,False,3.77,2018,12,4,<30,3.3,2,0,145.24,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,-1.510989974675858,1.5021453862481398,0.2626958751308572,0.3841816622617601,0.0,-1.018941368077982,1.7491540580546934
3465,Willow,Stuart,2021-11-08,,Area Sales Manager,Elizabeth Tapia,willow.stuart@bilearner.com,WBL,Active,ZONE B,Full-Time,Unk,Still Employed,General - Con,1962-01-07,MA,Flagger,66150,Divorced,Needs Improvement,3,64.2,4.4,5.0,4.0,3.0,1,1,0.0,706.1,1.0,True,4.36,2021,11,4,60+,4.15,2,0,706.1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.5471506552969333,-0.5045285781222825,0.5219728103364609,1.4072752226685148,0.0,0.5603570327517495,-0.5717049309608219
3466,Clayton,Walker,2022-04-13,2023-04-10,Area Sales Manager,Jon Holden,clayton.walker@bilearner.com,PYZ,Active,ZONE C,Full-Time,Retirement,Sign figure employee card education.,Aerial,1979-01-26,KY,Supervisor,64288,Married,Exceeds,4,47.1,3.9,1.0,3.0,4.0,1,1,1.0,447.66,3.0,False,0.99,2022,4,2,40-50,2.45,4,0,149.22,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.4197231021902846,-0.8505068478413211,-0.9589818873633428,-0.6389118981449936,0.0,-0.42165552339298457,1.7491540580546934
3467,Celia,Curtis,2020-05-06,,Area Sales Manager,Michael Odonnell,celia.curtis@bilearner.com,WBL,Active,ZONE A,Part-Time,Unk,Still Employed,Fielders,1987-05-14,KY,Engineer,94333,Divorced,Exceeds,1,38.9,5.9,4.0,3.0,2.0,1,1,0.0,759.7,1.0,True,5.87,2020,5,2,30-40,3.15,4,0,759.7,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-0.8833701671841553,0.5334062310348326,1.1855459834897852,0.20363573983703886,0.0,0.7640247042010522,-0.5717049309608219
3468,Valentin,Reilly,2019-09-09,,Area Sales Manager,Andres Parker,valentin.reilly@bilearner.com,NEL,Active,ZONE B,Temporary,Unk,Still Employed,Wireline Construction,1998-04-26,KY,Foreman,45453,Single,Fully Meets,4,27.9,6.5,3.0,1.0,3.0,1,1,0.0,180.63,3.0,True,6.53,2019,9,3,<30,2.3,3,0,60.21,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,-1.5053357421759328,0.9485801546976784,1.4755845889740198,-0.8194578205697154,0.0,-1.4363081037494634,-0.5717049309608219
