EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,Division,DOB,State,JobFunctionDescription,LocationCode,MaritalDesc,Performance Score,Current Employee Rating,Age,Seniority,Engagement_Score,Satisfaction_Score,WorkLife_Score,Survey_Count,Training_Count,Training_Pass_Rate,Total_Training_Cost,Avg_Training_Days,Is_Active,Employment_Duration,Start_Year,Start_Month,Start_Quarter,Age_Band,Engagement_Composite,Performance_Num,Attrition_Risk_Flag,Training_Cost_Per_Day,Low_Training_Flag,PayZone_Num,GenderCode_Female,GenderCode_Male,RaceDesc_Asian,RaceDesc_Black,RaceDesc_Hispanic,RaceDesc_Other,RaceDesc_White,DepartmentType_Admin Offices,DepartmentType_Executive Office,DepartmentType_IT/IS,DepartmentType_Production       ,DepartmentType_Sales,DepartmentType_Software Engineering,EmployeeType_Contract,EmployeeType_Full-Time,EmployeeType_Part-Time,Generation_Boomer,Generation_Gen X,Generation_Gen Z,Generation_Millennial,Hiring_Season_Fall,Hiring_Season_Spring,Hiring_Season_Summer,Hiring_Season_Winter,Age_scaled,Seniority_scaled,Employment_Duration_scaled,Engagement_Composite_scaled,Training_Count_scaled,Total_Training_Cost_scaled,Training_Pass_Rate_scaled,IF_Score,IF_Anomaly,IF_Raw_Score,DBSCAN_Label,DBSCAN_Anomaly,Anomaly_Score,High_Risk_Anomaly,Gender,Race,High_Perf,Training_Success,Attrition
3437,Myriam,Givens,2023-08-04,,Area Sales Manager,Troy White,myriam.givens@bilearner.com,SVG,Active,ZONE B,Temporary,Unk,Still Employed,Field Operations,1964-01-26,IN,Technician,46204,Single,Fully Meets,5,62.1,2.6,3.0,2.0,5.0,1,1,0.0,455.68,1.0,True,2.63,2023,8,3,60+,3.15,3,0,455.68,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.428411772798503,-1.7500503491108208,-0.2382798979782751,0.2036357398370388,0.0,-0.3911813680753838,-0.5717049309608219,1,0,0.113533242037862,0,0,0,0,Female,Other,0,0,0
3438,Dheepa,Nguyen,2018-08-10,2019-11-04,Area Sales Manager,Brian Miller,dheepa.nguyen@bilearner.com,MSC,Active,ZONE C,Temporary,Retirement,Alone once than. More condition pay far.,General - Con,1948-04-06,GA,Technician,30428,Married,Fully Meets,3,78.0,7.6,4.0,2.0,5.0,1,1,0.0,208.17,2.0,False,1.23,2018,8,3,60+,3.55,3,0,104.08,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1.3274347402866178,1.7097323480795623,-0.8535133035508937,0.685091532969629,0.0,-1.3316624382324151,-0.5717049309608219,1,0,0.0835897617195496,0,0,0,0,Female,Asian,0,0,1
3439,Bartholemew,Khemmich,2022-05-25,2022-11-27,Area Sales Manager,Charles Parks,bartholemew.khemmich@bilearner.com,EW,Active,ZONE A,Temporary,Involuntary,Foot in theory minute recognize test.,Splicing,1981-11-24,CO,Splicer,80820,Single,Fully Meets,3,44.3,3.8,1.0,2.0,5.0,1,1,0.0,421.07,1.0,False,0.51,2022,5,2,40-50,2.35,3,0,421.07,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.5780416121881918,-0.9197025017851288,-1.1699190549882403,-0.7592758464281413,0.0,-0.5226914074197935,-0.5717049309608219,1,0,0.155401716020166,0,0,0,0,Male,Other,0,0,1
3440,Xana,Potts,2019-12-05,2023-02-17,Area Sales Manager,Gregory Walker,xana.potts@bilearner.com,CCDR,Active,ZONE A,Full-Time,Resignation,Degree wish science when thing week old.,Finance & Accounting,1951-11-06,KY,Controller,40220,Divorced,Fully Meets,3,74.4,6.3,1.0,4.0,5.0,1,1,0.0,649.03,1.0,False,3.2,2019,12,4,60+,3.05,3,0,649.03,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1.123882370289309,0.810188846810063,0.0122079885762911,0.0832717915538912,0.0,0.3435041594380982,-0.5717049309608219,1,0,0.1594808564464025,0,0,0,0,Female,White,0,0,1
3441,Prater,Jeremy,2019-04-28,,Area Sales Manager,Tyler Lewis,prater.jeremy@bilearner.com,BPC,Active,ZONE A,Part-Time,Unk,Still Employed,General - Con,1989-11-21,NV,Lineman,89139,Widowed,Exceeds,4,36.3,6.9,4.0,2.0,5.0,1,1,1.0,450.2,4.0,True,6.89,2019,4,2,30-40,3.55,4,0,112.55,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-1.030380212182212,1.225362770472909,1.6337874646926929,0.685091532969629,0.0,-0.4120041076190812,1.7491540580546934,1,0,0.0132027831787973,1,0,0,0,Male,Asian,1,1,0
3442,Kaylah,Moon,2019-07-09,2022-06-16,Area Sales Manager,Ashley Scott,kaylah.moon@bilearner.com,PYZ,Active,ZONE A,Full-Time,Retirement,Fear particular method stage.,Field Operations,1952-11-24,MA,Laborer,2810,Single,Exceeds,2,73.3,6.7,2.0,5.0,3.0,1,1,0.0,286.87,4.0,False,2.94,2019,7,3,60+,3.3,4,0,71.72,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1.0616858127901307,1.086971462585294,-0.1020496438871953,0.3841816622617601,0.0,-1.032620540040995,-0.5717049309608219,1,0,0.0622416393553549,0,0,0,0,Male,Black,1,0,1
3443,Kristen,Tate,2021-04-05,2023-05-12,Area Sales Manager,Lauren Jones,kristen.tate@bilearner.com,WBL,Active,ZONE C,Part-Time,Voluntary,Wall body wonder successful.,Project Management - Con,1994-04-08,KY,Coordinator,2621,Widowed,Fully Meets,3,31.9,5.0,2.0,2.0,4.0,1,1,0.0,402.13,3.0,False,2.1,2021,4,2,30-40,2.5,3,0,134.04,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-1.2791664421789228,-0.0893546544594366,-0.4711896872307664,-0.57872992400342,0.0,-0.5946590510252,-0.5717049309608219,1,0,0.1575445438034911,0,0,0,0,Male,Asian,0,0,1
3444,Bobby,Rodgers,2021-11-28,2022-02-04,Area Sales Manager,Matthew Jackson,bobby.rodgers@bilearner.com,NEL,Active,ZONE A,Part-Time,Voluntary,Visit foot nearly radio treatment.,Engineers,1983-11-15,KY,Director,44553,Widowed,Fully Meets,3,42.3,4.3,1.0,2.0,4.0,1,1,0.0,388.84,2.0,False,0.19,2021,11,4,40-50,2.1,3,0,194.42,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-0.6911262621866968,-0.5737242320660905,-1.310543833404839,-1.06018571713601,0.0,-0.6451579941886559,-0.5717049309608219,1,0,0.1500291787868072,0,0,0,0,Male,Other,0,0,1
3445,Reid,Park,2021-01-16,,Area Sales Manager,Michelle Mitchell,reid.park@bilearner.com,PL,Active,ZONE C,Full-Time,Unk,Still Employed,Project Management - Con,1985-12-07,KY,Supervisor,5360,Married,Exceeds,4,40.3,5.2,4.0,5.0,2.0,1,1,0.0,879.64,2.0,True,5.17,2021,1,1,40-50,3.85,4,0,439.82,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-0.8042109121852018,0.0490366534281788,0.8779292807034758,1.046183377819072,0.0,1.2197691167687637,-0.5717049309608219,1,0,0.0596115759587283,0,0,0,0,Female,Other,1,0,0
3446,Hector,Dalton,2021-08-24,,Area Sales Manager,Sydney French,hector.dalton@bilearner.com,BPC,Active,ZONE A,Part-Time,Unk,Still Employed,Field Operations,1996-05-01,TX,Driller,16325,Divorced,Exceeds,2,29.9,4.6,4.0,3.0,5.0,1,1,0.0,701.13,5.0,True,4.57,2021,8,3,<30,3.9,4,0,140.23,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-1.3922510921774278,-0.3661372702346676,0.6142578211723537,1.1063653519606451,0.0,0.5414721759028122,-0.5717049309608219,1,0,0.0481462391602505,0,0,0,0,Female,White,1,0,0
3447,Mariela,Schultz,2020-05-26,2023-06-18,Area Sales Manager,Michelle Evans MD,mariela.schultz@bilearner.com,CCDR,Future Start,ZONE C,Part-Time,Involuntary,Unit pass office southern break one.,General - Con,1964-02-17,TX,Technician,43481,Widowed,Fully Meets,3,62.1,5.8,5.0,1.0,4.0,1,1,0.0,353.21,3.0,False,3.06,2020,5,2,60+,3.35,3,0,117.74,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0.428411772798503,0.4642105770910246,-0.0493153519809708,0.4443636364033341,0.0,-0.780543798922586,-0.5717049309608219,1,0,0.1654194408851896,0,0,0,0,Female,Asian,0,0,1
3448,Angela,Molina,2019-10-01,2020-11-06,Area Sales Manager,Patricia Cook,angela.molina@bilearner.com,SVG,Future Start,ZONE A,Temporary,Retirement,List class mind.,Engineers,1958-05-12,TX,Specialist,50705,Widowed,Fully Meets,3,67.9,6.5,5.0,1.0,5.0,1,1,0.0,911.05,4.0,False,1.1,2019,10,4,60+,3.6,3,0,227.76,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.7563572577941677,0.9485801546976784,-0.9106421197826368,0.745273507111203,0.0,1.3391198921460503,-0.5717049309608219,1,0,0.140166022282465,0,0,0,0,Male,Asian,0,0,1
3449,Gerald,Preston,2023-05-10,2023-05-27,Area Sales Manager,Ashley Reeves,gerald.preston@bilearner.com,EW,Future Start,ZONE B,Temporary,Involuntary,Price third parent evening.,General - Eng,1992-09-18,CO,Technician,5168,Single,Fully Meets,5,33.5,2.9,3.0,2.0,1.0,1,1,0.0,242.21,3.0,False,0.05,2023,5,2,30-40,2.15,3,0,80.74,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1.1886987221801186,-1.5424633872793978,-1.3720671739621009,-1.0000037429944366,0.0,-1.202318267782149,-0.5717049309608219,1,0,0.1019705171563783,0,0,0,0,Male,Black,0,0,1
3450,Reilly,Moyer,2020-09-01,2022-12-04,Area Sales Manager,Stanley Harvey,reilly.moyer@bilearner.com,MSC,Active,ZONE C,Temporary,Resignation,Cause military a sense. Doctor property may.,Field Operations,1994-08-11,CO,Operator,11765,Single,Exceeds,2,31.6,5.5,4.0,3.0,5.0,1,1,0.0,186.07,4.0,False,2.26,2020,9,3,30-40,3.9,4,0,46.52,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-1.2961291396786982,0.2566236152596017,-0.4008772980224672,1.1063653519606451,0.0,-1.415637355005355,-0.5717049309608219,1,0,0.0362692092380158,0,0,0,0,Male,Other,1,0,1
3451,Carlee,French,2021-02-18,2022-11-11,Area Sales Manager,Michael Bradshaw,carlee.french@bilearner.com,TNS,Active,ZONE C,Full-Time,Voluntary,Station another son positive.,General - Con,1968-01-15,CO,Technician,71071,Divorced,Exceeds,3,58.2,5.1,5.0,1.0,2.0,1,1,0.0,921.97,1.0,False,1.73,2021,2,1,50-60,2.85,4,0,921.97,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.2078967053014183,-0.0201590005156292,-0.6337870872749585,-0.1574561050124035,0.0,1.3806133804338565,-0.5717049309608219,1,0,0.0851808939067816,0,0,0,0,Male,Other,1,0,1
3452,Jaydon,Blackburn,2022-11-08,,Area Sales Manager,Debbie Crosby,jaydon.blackburn@bilearner.com,PYZ,Active,ZONE A,Part-Time,Unk,Still Employed,General - Con,1947-01-07,IN,Foreman,12122,Divorced,Fully Meets,2,79.2,3.4,5.0,5.0,2.0,1,1,0.0,691.04,1.0,True,3.36,2022,11,4,60+,4.25,3,0,691.04,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1.3952855302857208,-1.1964851175603597,0.0825203777845902,1.527639170951662,0.0,0.5031324967064789,-0.5717049309608219,1,0,0.1081236269327065,0,0,0,0,Male,Black,0,0,0
3453,Bridger,Carter,2022-10-13,,Area Sales Manager,Elizabeth Taylor,bridger.carter@bilearner.com,WBL,Active,ZONE C,Part-Time,Unk,Still Employed,Fielders,1982-04-07,MA,Engineer,87065,Widowed,Fully Meets,4,44.0,3.4,5.0,5.0,3.0,1,1,0.0,964.44,5.0,True,3.43,2022,10,4,40-50,4.5,3,0,192.89,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-0.5950043096879674,-1.1964851175603597,0.1132820480632213,1.8285490416595307,0.0,1.5419896118975112,-0.5717049309608219,1,0,0.0730916338064603,0,0,0,0,Male,White,0,0,0
3454,Leon,Beard,2022-09-11,,Area Sales Manager,Brian Dunlap,leon.beard@bilearner.com,PYZ,Active,ZONE C,Full-Time,Unk,Still Employed,General - Con,1970-01-29,KY,Foreman,10415,Married,Needs Improvement,4,56.1,3.5,4.0,4.0,2.0,1,1,1.0,184.9,3.0,True,3.52,2022,9,3,50-60,3.5,2,0,61.63,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0891578228029879,-1.1272894636165518,0.1528327669928895,0.6249095588280554,0.0,-1.4200830858933342,1.7491540580546934,1,0,0.0072088368280119,1,0,0,0,Male,Hispanic,0,1,0
3455,Charity,Miranda,2021-06-29,2022-07-05,Area Sales Manager,Daniel Rodriguez,charity.miranda@bilearner.com,WBL,Active,ZONE C,Temporary,Resignation,Pm local take example fund. Small heavy listen.,Project Management - Eng,1999-01-18,KY,Manager,3763,Widowed,Exceeds,4,27.2,4.7,2.0,1.0,1.0,1,1,1.0,220.41,1.0,False,1.02,2021,6,2,<30,1.4,4,0,220.41,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-1.5449153696754094,-0.2969416162908596,-0.9457983143867864,-1.9027333551180432,0.0,-1.2851532535581711,1.7491540580546934,-1,1,-0.0374946737456021,1,0,1,0,Male,Other,1,1,1
3456,Axel,Howe,2023-03-06,,Area Sales Manager,Martin Hammond,axel.howe@bilearner.com,NEL,Active,ZONE A,Temporary,Unk,Still Employed,Field Operations,1946-09-25,KY,Technician,79623,Divorced,Fully Meets,3,79.5,3.0,4.0,3.0,4.0,1,1,1.0,336.82,2.0,True,3.04,2023,3,1,60+,3.65,3,0,168.41,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1.4122482277854964,-1.47326773333559,-0.0581044006320082,0.8054554812527766,0.0,-0.8428220290541917,1.7491540580546934,1,0,0.0443412816241752,1,0,0,0,Female,Black,0,1,0
3457,Milton,Wall,2020-09-25,,Area Sales Manager,Sara Bell,milton.wall@bilearner.com,PL,Active,ZONE B,Temporary,Unk,Still Employed,Engineers,1947-08-23,KY,Technician,69189,Divorced,Needs Improvement,3,78.6,5.5,5.0,1.0,4.0,1,1,0.0,485.73,4.0,True,5.48,2020,9,3,60+,3.35,2,0,121.43,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1.3613601352861688,0.2566236152596017,1.0141595347945558,0.4443636364033341,0.0,-0.2769982798841236,-0.5717049309608219,1,0,0.0689178264992591,0,0,0,0,Female,White,0,0,0
3458,Cory,Robinson,2022-04-28,2023-05-24,Area Sales Manager,Elizabeth Anderson,cory.robinson@bilearner.com,BPC,Future Start,ZONE A,Full-Time,Voluntary,Several young whether that expert.,Field Operations,1996-08-12,TX,Laborer,5194,Single,Needs Improvement,3,29.6,3.9,2.0,5.0,5.0,1,1,0.0,409.27,2.0,False,1.07,2022,4,2,<30,3.8,2,0,204.64,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1.4092137896772037,-0.8505068478413211,-0.923825692759193,0.9860014036774978,0.0,-0.5675286932985579,-0.5717049309608219,1,0,0.0492567496503744,0,0,0,0,Female,Hispanic,0,0,1
3459,Saniya,Yu,2021-04-18,2022-06-21,Area Sales Manager,Erin Bailey,saniya.yu@bilearner.com,CCDR,Future Start,ZONE A,Full-Time,Retirement,Science end approach democratic treatment.,General - Con,1944-02-09,TX,Splicer,8779,Widowed,Exceeds,2,82.1,4.9,4.0,4.0,3.0,1,1,1.0,168.32,4.0,False,1.17,2021,4,2,60+,3.75,4,0,42.08,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1.559258272783553,-0.158550308403244,-0.879880449504006,0.9258194295359242,0.0,-1.483083272322988,1.7491540580546934,-1,1,-0.02391790734796,1,0,1,0,Male,Black,1,1,1
3460,Alisa,James,2020-02-19,,Area Sales Manager,Dennis Henderson,alisa.james@bilearner.com,SVG,Active,ZONE A,Full-Time,Unk,Still Employed,Aerial,1944-02-10,TX,Lineman,74682,Married,Fully Meets,3,82.1,6.1,4.0,3.0,3.0,1,1,0.0,919.52,5.0,True,6.08,2020,2,1,60+,3.4,3,0,183.9,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1.559258272783553,0.6717975389224475,1.277830994325678,0.5045456105449078,0.0,1.3713039439590282,-0.5717049309608219,1,0,0.1083248372267806,0,0,0,0,Male,Asian,0,0,0
3461,Lincoln,Compton,2019-07-18,2021-10-01,Area Sales Manager,Tammy Conner,lincoln.compton@bilearner.com,EW,Future Start,ZONE C,Part-Time,Resignation,Base scene central unit per argue. Might last of.,General - Con,1997-12-29,CO,Foreman,78046,Married,Needs Improvement,1,28.2,6.7,1.0,4.0,4.0,1,1,0.0,948.43,2.0,False,2.21,2019,7,3,<30,2.8,2,0,474.22,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-1.488373044676157,1.086971462585294,-0.4228499196500607,-0.2176380791539776,0.0,1.4811552943620008,-0.5717049309608219,1,0,0.0340122287960603,0,0,0,0,Male,Hispanic,0,0,1
3462,Aliana,Nolan,2018-09-13,2021-09-17,Area Sales Manager,Brianna Mathews,aliana.nolan@bilearner.com,MSC,Active,ZONE A,Full-Time,Involuntary,Yourself book budget product.,Field Operations,1942-08-09,CO,Coordinator,27270,Divorced,Needs Improvement,3,83.6,7.5,3.0,3.0,1.0,1,1,0.0,320.01,1.0,False,3.01,2018,9,3,60+,2.5,2,0,320.01,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1.6440717602824315,1.640536694135755,-0.0712879736085644,-0.57872992400342,0.0,-0.9066961625814822,-0.5717049309608219,1,0,0.0157725440901806,0,0,0,0,Male,Hispanic,0,0,1
3463,Kayden,Dodson,2020-04-30,2021-07-18,Area Sales Manager,Jessica Peters,kayden.dodson@bilearner.com,TNS,Active,ZONE A,Temporary,Retirement,Paper can score else investment.,Field Operations,1951-06-21,IN,Tower Hand,12703,Single,Fully Meets,1,74.7,5.9,4.0,3.0,4.0,1,1,0.0,926.19,4.0,False,1.22,2020,4,2,60+,3.65,3,0,231.55,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1.140845067789085,0.5334062310348326,-0.8579078278764124,0.8054554812527766,0.0,1.3966484097904994,-0.5717049309608219,1,0,0.1306154444108551,0,0,0,0,Male,Hispanic,0,0,1
